name,cuisines,rating,cost_for_two,city
Maria's Goan Kitchen,"Goan, Chinese, Biryani",4.0,750.0,Koramangala 7Th Block
TRIGEREATO,"Cafe, Continental, Beverages",4.4,700.0,Koramangala 8Th Block
Shaap,"Kerala, Seafood",3.6,500.0,Koramangala 5Th Block
Cafe On The Way,Cafe,4.0,500.0,Koramangala 3Rd Block
Hotel Food Lands,"Seafood, Mangalorean",3.8,700.0,Koramangala 7Th Block
Elmas Restaurant,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",3.4,650.0,Koramangala 7Th Block
Dhuaan,"Cafe, Continental",4.3,800.0,Koramangala 5Th Block
Urban Spoon Buffet Restaurant,"North Indian, Chinese",3.5,1000.0,Koramangala 5Th Block
Selfie Cafe,"Beverages, Fast Food, Desserts",3.7,300.0,Koramangala 7Th Block
The Golden Spoon Restaurant Meat & Wine,"Chinese, North Indian",3.5,1000.0,Koramangala 7Th Block
Momoz,"Chinese, Momos",3.9,600.0,Koramangala 5Th Block
Malabar Mandra,"Kerala, Chinese",3.6,700.0,Koramangala 1St Block
Barbeque Station,"North Indian, Chinese, BBQ",2.8,700.0,Koramangala 7Th Block
Daawat Restaurant Bar & Pub,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",3.5,700.0,Koramangala 7Th Block
Vasudev Adiga's,"South Indian, North Indian, Chinese, Street Food",2.8,250.0,Koramangala 4Th Block
Durbar Greens Family Restaurant,"North Indian, Chinese, South Indian",3.6,700.0,Hosur Road
Silsila,North Indian,2.7,800.0,Koramangala 4Th Block
M World Cafe,Cafe,3.5,500.0,Koramangala 1St Block
Skywalk Restobar,"North Indian, South Indian",3.3,700.0,Koramangala 1St Block
Delicacy,"Chinese, Thai, Momos",3.9,500.0,Koramangala 4Th Block
China Down Town,Chinese,3.5,800.0,Koramangala 4Th Block
Gallop Bar - Davanam Sarovar Portico Suites,Finger Food,3.5,1600.0,Koramangala 2Nd Block
CHAAI BEE,"Beverages, Fast Food, Street Food",3.5,250.0,Koramangala 7Th Block
Cool Lassi Burger,"Beverages, Fast Food, Burger",3.1,200.0,Koramangala 5Th Block
Juice Point,"Juices, Beverages, Fast Food",3.2,100.0,Koramangala 1St Block
Loca Moca,"Cafe, Continental",3.7,600.0,Koramangala 1St Block
Malnad Military Hotel,"South Indian, Chinese",3.8,500.0,Koramangala 7Th Block
Sri Vinayaka Andhra Mess,Andhra,3.3,300.0,Koramangala 5Th Block
Bakimo,Continental,3.5,850.0,Koramangala 5Th Block
Urban Spice,"North Indian, Chinese, Continental",3.6,800.0,Ejipura
Om's Cafe Prana,"Cafe, Fast Food",3.6,300.0,Koramangala 7Th Block
G Resto Cafe,"Cafe, Fast Food, Beverages",3.3,400.0,Koramangala 4Th Block
H3O,"North Indian, Chinese",3.3,1000.0,Koramangala 4Th Block
Chaman's Night Kitchen,"North Indian, Chinese",3.5,400.0,Koramangala 8Th Block
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,"Cafe, American, European",3.2,600.0,Koramangala 4Th Block
Ambur Biryani Hotel,Biryani,3.2,200.0,Koramangala 1St Block
Shree Nandini Andhra Mess,Andhra,3.3,150.0,Koramangala 5Th Block
Malabar Mint,"Kerala, North Indian, Chinese",3.4,700.0,Koramangala 5Th Block
Jade,"Continental, American",3.3,900.0,Ejipura
Holiday Fast Food,"Kerala, South Indian, Chinese",3.4,350.0,Ejipura
Shiva Sai Andhra Hotel,"South Indian, Chinese",3.2,300.0,Ejipura
Dreams Cafe - All Day English Food St.,"Cafe, Continental, Burger",3.8,600.0,Koramangala 1St Block
Zeeshan,"North Indian, Kebab, Biryani, Rolls",3.8,700.0,Koramangala 7Th Block
Punjabi Dhaba,North Indian,3.4,350.0,Ejipura
Oregano Pizzeria,"Cafe, Italian, Pizza",3.7,450.0,Koramangala 4Th Block
California Burrito,"Mexican, Fast Food",4.1,400.0,Koramangala 5Th Block
Stoner,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",4.5,500.0,Koramangala 5Th Block
La Pino'z Pizza,"Italian, Pizza, Beverages",4.1,600.0,Koramangala 4Th Block
Sree Krishna Kafe,South Indian,4.2,200.0,Koramangala 5Th Block
Snow'ora,"Desserts, Ice Cream, Beverages",4.3,450.0,Koramangala 4Th Block
Ramji Chaiwale,"Beverages, Fast Food",3.8,250.0,Koramangala 1St Block
Khawa Karpo,"Chinese, Tibetan, Momos",4.3,350.0,Koramangala 5Th Block
Habibi Falafel,"Lebanese, Middle Eastern",4.3,300.0,Koramangala 1St Block
Tenzin Kitchen,"Tibetan, Chinese, Momos",4.2,450.0,Koramangala 7Th Block
Nutri Rich,Healthy Food,3.8,350.0,Koramangala 7Th Block
Leon Grill,"Burger, Fast Food",4.3,500.0,Koramangala 5Th Block
Gods Own Cafe,"South Indian, Kerala, Seafood",4.4,300.0,Koramangala 7Th Block
IDC Kitchen,South Indian,4.2,200.0,Koramangala 5Th Block
Biryanis And More,"Biryani, North Indian, Chinese, Andhra, South Indian",3.7,750.0,Koramangala 5Th Block
Tibetan Kitchen,"Tibetan, Chinese, Continental, Momos",4.3,600.0,Koramangala 5Th Block
30 Square,"Tibetan, Nepalese, Momos",4.2,400.0,Koramangala 5Th Block
Sagar Fast Food,"South Indian, North Indian, Street Food, Chinese",4.0,250.0,Koramangala 8Th Block
Arya Hungry?,North Indian,4.3,450.0,Koramangala 7Th Block
Burger King,"Burger, Fast Food, Beverages",3.9,600.0,Koramangala 7Th Block
Atta Galata,"Bakery, Beverages",4.1,200.0,Koramangala 5Th Block
The Wok Shop,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",4.1,500.0,Koramangala 1St Block
Sonar Bangala,"Bengali, North Indian",3.8,500.0,Koramangala 5Th Block
Smoor,"Desserts, Cafe, Beverages",4.2,900.0,Koramangala 7Th Block
Bharat Kitchen,"Bengali, Chinese, North Indian, Oriya",3.7,300.0,Koramangala 1St Block
Faasos,"North Indian, Biryani, Fast Food",4.0,500.0,Koramangala 8Th Block
Madeena Hotel,"North Indian, Mughlai, Biryani",4.0,400.0,Koramangala 5Th Block
Momo Hut,"Chinese, Tibetan, Momos",4.0,250.0,Koramangala 5Th Block
Banchharam,"Street Food, Mithai",3.9,200.0,Koramangala 7Th Block
Savitha Family Restaurant,North Indian,4.0,500.0,Koramangala 4Th Block
Chaska Bun,Fast Food,4.2,300.0,Koramangala 5Th Block
Rang De Basanthi,"North Indian, South Indian, Chinese",3.7,400.0,Koramangala 4Th Block
Crown Gold,"South Indian, Chinese, Seafood",3.9,400.0,Koramangala 4Th Block
Subway,"Salad, Fast Food",3.7,600.0,Koramangala 5Th Block
The Burger Place,"Burger, Continental, Fast Food",3.8,400.0,Koramangala 1St Block
Under The Hood,"Salad, Healthy Food, Street Food",4.0,300.0,Koramangala 1St Block
Guns N Roses,"Fast Food, Biryani",3.6,300.0,Ejipura
Sagar Fast Food,"South Indian, North Indian, Fast Food",4.0,300.0,Koramangala 3Rd Block
Desi Flavours,"North Indian, Chinese, Biryani",3.9,400.0,Koramangala 1St Block
Lucknowiz,"Lucknowi, Chinese",3.5,500.0,Koramangala 1St Block
Namma Biriyani,"Biryani, Chinese, North Indian",3.7,250.0,Koramangala 5Th Block
Paisa Vasool,North Indian,3.3,400.0,Koramangala 7Th Block
Laziz Pizza,"Fast Food, Burger, Pizza",3.8,400.0,Koramangala 7Th Block
Royal Calcutta Restaurant,"North Indian, Chinese, Bengali",4.0,450.0,Koramangala 1St Block
Mizo Kitchen,"North Eastern, Chinese",3.8,400.0,Koramangala 5Th Block
Aata's Kitchen,"South Indian, North Indian",3.3,250.0,Koramangala 1St Block
Dosa Plaza,"South Indian, North Indian, Chinese, Beverages",3.8,200.0,Koramangala 5Th Block
Taste of Nepal,"Nepalese, Momos, Chinese",3.5,350.0,Koramangala 8Th Block
Ober Cafe,"Fast Food, Desserts",3.5,200.0,Koramangala 1St Block
Udupi Upahar,"South Indian, North Indian, Chinese",3.6,300.0,Koramangala 7Th Block
Gundappa Donne Biryani,Biryani,3.1,200.0,Koramangala 7Th Block
McDonald's,"Fast Food, Burger",3.9,500.0,Koramangala 7Th Block
Raj Rasoi,"North Indian, Chinese",3.5,250.0,Ejipura
A3 Nuwang Kitchen,"Chinese, North Indian",3.7,300.0,Ejipura
Pappu Chaiwalla,"Fast Food, Tea, Beverages",3.5,300.0,Koramangala 7Th Block
Mountain Spice,"Chinese, Nepalese, Tibetan, Momos",3.9,400.0,Koramangala 8Th Block
Chetty's Corner,"Fast Food, Pizza, Sandwich",3.8,250.0,Koramangala 7Th Block
Little Kolkata,"Bengali, North Indian",3.9,500.0,Ejipura
The Kitchen,North Indian,3.6,300.0,Koramangala 1St Block
Ambur Biryani,"Biryani, Chinese",3.5,250.0,Koramangala 3Rd Block
Ganesh Restaurant,"Chinese, Street Food",3.7,300.0,Koramangala 5Th Block
Chapati House,North Indian,3.9,300.0,Ejipura
Rimo,"Tibetan, Asian, Momos",3.9,500.0,Koramangala 5Th Block
Lakeview Milkbar,"Desserts, Cafe, Fast Food",3.8,500.0,Koramangala 8Th Block
Chowpatty,"North Indian, Fast Food, Street Food",3.6,300.0,Koramangala 1St Block
Yummy Biryani,Biryani,3.8,200.0,Koramangala 7Th Block
New Ambur Biryani,Biryani,3.2,150.0,Koramangala 7Th Block
Golden China,Chinese,3.6,300.0,Koramangala 1St Block
Ghee Positive,"North Indian, Chinese",3.8,300.0,Koramangala 8Th Block
Friend's Cafe,"Fast Food, American, Chinese",3.9,600.0,Koramangala 7Th Block
Min Mini Punjabi Dhaba,North Indian,3.9,400.0,Koramangala 7Th Block
Maa Di Hatti,North Indian,2.8,500.0,Koramangala 1St Block
Rollin,"Continental, Pizza, Chinese",4.0,400.0,Koramangala 4Th Block
Paratha Darbar,North Indian,3.5,400.0,Koramangala 1St Block
Shiv Sagar,"Chinese, North Indian, Fast Food, Street Food",3.9,500.0,Koramangala 7Th Block
The Hidden Cafe,"North Indian, Fast Food",3.9,350.0,Koramangala 1St Block
Chef Baker's,Bakery,3.6,450.0,Koramangala 1St Block
Mangala Hotel,"Kerala, Chinese, North Indian",3.6,300.0,Koramangala 1St Block
Sri Vishnu Upahar,"North Indian, South Indian",3.6,250.0,Koramangala 4Th Block
Subham Pal Kitchen,"North Indian, Chinese",3.3,300.0,Koramangala 1St Block
Tibbs Frankie,"Street Food, Rolls",3.5,200.0,Koramangala 7Th Block
Coconadu,"Kerala, Konkan",3.8,400.0,Koramangala 7Th Block
Peppers,"North Indian, Chinese",2.8,300.0,Ejipura
Flavour of Himalaya,Asian,3.7,500.0,Koramangala 5Th Block
Rolls On Wheels,"Fast Food, Rolls, Momos",2.6,300.0,Koramangala 1St Block
Village Donne Biryani,Biryani,3.3,300.0,Koramangala 5Th Block
Litti Twist,"Bihari, North Indian",4.2,300.0,Hosur Road
Pizza Stop,"Pizza, Italian",3.9,600.0,Koramangala 4Th Block
Ghar Ka Khana,North Indian,3.7,150.0,Koramangala 1St Block
Meat And Eat,"Fast Food, Burger",3.6,500.0,Koramangala 7Th Block
New Mangalore Lunch Home,"Mangalorean, Chinese, North Indian",3.8,300.0,Koramangala 1St Block
Jeevika Donne Biryani,"Biryani, Chinese, Fast Food",3.4,300.0,Koramangala 8Th Block
Kinpeetos,"Lebanese, Greek",3.9,300.0,Koramangala 5Th Block
Tawa,North Indian,3.4,200.0,Koramangala 1St Block
Little Kitchen,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",3.6,400.0,Koramangala 1St Block
Chefie,"Continental, Fast Food, Italian, North Indian",3.8,200.0,Koramangala 1St Block
Udupi Grand,"South Indian, North Indian, Chinese",2.8,300.0,Koramangala 7Th Block
Kor Cafe,Kerala,3.8,300.0,Koramangala 1St Block
C Kosila Kitchen,North Indian,3.1,300.0,Ejipura
Biryani Foodies,"Biryani, Mughlai",3.1,500.0,Koramangala 5Th Block
Malabar Xpress,"South Indian, Kerala",3.2,300.0,Koramangala 5Th Block
Appam & Curry,"Kerala, South Indian",3.8,200.0,Koramangala 1St Block
Natuna Seafood House,Seafood,4.1,450.0,Koramangala 5Th Block
Delhi Food Point,"North Indian, Beverages",3.3,250.0,Koramangala 1St Block
A.M New Punjab Food Corner,"North Indian, Chinese",3.5,350.0,Koramangala 1St Block
Kaati Zone,"Fast Food, Biryani, Rolls",3.4,350.0,Koramangala 6Th Block
The Monalisa Restaurant,Chinese,3.3,300.0,Koramangala 5Th Block
Daily Bread,"Bakery, Fast Food, Italian",2.7,600.0,Koramangala 4Th Block
Desi Dhaba,"North Indian, Chinese, Rolls",3.7,300.0,Koramangala 7Th Block
Food And You,"North Indian, Gujarati",3.8,300.0,Koramangala 5Th Block
Maa Durga Fast Food,"North Indian, Fast Food",3.6,300.0,Koramangala 8Th Block
Kerala Mess,Kerala,3.4,200.0,Koramangala 1St Block
Malabar Treat,"North Indian, Arabian, South Indian, Chinese",3.4,500.0,Koramangala 1St Block
KF's Biryani's and Kababs,"Biryani, Kebab",3.4,400.0,Koramangala 4Th Block
Burger Lounge,"Burger, Fast Food, Beverages",3.5,600.0,Koramangala 5Th Block
FNC Seafood,"Seafood, Fast Food",3.8,400.0,Koramangala 7Th Block
North Indian Tadka,"Chinese, North Indian",3.0,200.0,Ejipura
Eat Sleep Eat Repeat,"Chinese, North Indian, Continental",3.5,200.0,Koramangala 5Th Block
Sri Krishna Sagar,South Indian,3.6,300.0,Koramangala 7Th Block
Pai's Kitchen,South Indian,3.5,200.0,Koramangala 2Nd Block
Malabar Coastal Cuisine,Kerala,3.6,550.0,Koramangala 7Th Block
Chai Chowk,"Chinese, Fast Food",3.8,200.0,Koramangala 7Th Block
Hasini Foods,"Andhra, Chinese, North Indian",2.9,450.0,Koramangala 4Th Block
Chung Shan Chinese Restaurant,"Chinese, Momos",3.7,500.0,Ejipura
Calicut Durbar,"Arabian, North Indian",3.8,500.0,Koramangala 7Th Block
Ascharya Hotel,"Mangalorean, South Indian",3.4,300.0,Koramangala 5Th Block
Shahi Darbar,"Chinese, North Indian",3.2,300.0,Ejipura
VRS Food Zone,"Chinese, Fast Food",3.3,100.0,Ejipura
Udupi Upahara,"South Indian, North Indian",3.6,300.0,Koramangala 1St Block
Falafel's - The Lebanese Haus,Lebanese,2.9,300.0,Koramangala 7Th Block
Delhi Home Food,"North Indian, South Indian",3.3,200.0,Koramangala 1St Block
Falafel Bistro,"Arabian, Lebanese, Chinese",3.4,300.0,Koramangala 5Th Block
Now Momos,"Chinese, Fast Food, Momos",3.4,200.0,Koramangala 7Th Block
Cool Point,"Juices, Fast Food",3.2,100.0,Koramangala 5Th Block
Shree Mithai,"Desserts, Street Food, Mithai",3.3,150.0,Koramangala 7Th Block
Martino's,"Italian, Pizza",3.6,350.0,Koramangala 1St Block
Krupa Sagar,"North Indian, South Indian, Chinese, Street Food",3.2,300.0,Koramangala 5Th Block
Hotel Thazooq,"North Indian, Chinese, Biryani",3.3,350.0,Koramangala 1St Block
Banashankari Donne Biriyani,"South Indian, Biryani",3.3,300.0,Koramangala 7Th Block
Egg House,"Continental, Italian, Fast Food",2.9,400.0,Koramangala 5Th Block
S.W.A.T Food Truck,"American, Fast Food",3.7,250.0,Koramangala 5Th Block
Maven Foods,"Continental, North Indian, South Indian",3.6,650.0,Koramangala 4Th Block
Bharathi Refreshments,"South Indian, North Indian",3.4,300.0,Koramangala 8Th Block
Ambur Hot Dum Biryani,Biryani,3.3,100.0,Ejipura
Hotel Oottupura,South Indian,3.6,200.0,Ejipura
Dry Dock Cafe,"Street Food, Tea",3.6,200.0,Koramangala 5Th Block
The Mylapore Cafe,South Indian,3.7,150.0,Koramangala 1St Block
Rolls On Wheel,"Fast Food, Rolls",3.0,300.0,Koramangala 5Th Block
Chowk Tea Stall,"Street Food, Tea",3.4,100.0,Koramangala 7Th Block
Jayanthi Sagar,"South Indian, North Indian, Chinese",3.1,200.0,Koramangala 5Th Block
Kanha's Kafe,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",3.5,200.0,Koramangala 5Th Block
New Ambur Dum Biryani,"Biryani, Kebab",3.2,200.0,Koramangala 1St Block
FrostBite,"Desserts, Fast Food",3.5,400.0,Koramangala 5Th Block
Navaneetha,"Andhra, Chinese",3.3,350.0,Koramangala 8Th Block
Lets cafe,"Chinese, North Indian",3.5,250.0,Koramangala 5Th Block
Aaharam,"Chinese, North Indian",4.0,350.0,Koramangala 1St Block
Blu Dale Fast Food,"Chinese, North Indian, Andhra, Seafood",3.3,250.0,Ejipura
Al Hayath Ambur Biryani,Biryani,3.3,200.0,Ejipura
Cauvery Fast Food,Chinese,3.2,150.0,Ejipura
Crunch Pizzas,"Italian, Pizza",2.4,600.0,Koramangala 1St Block
WOW! Momo,"Tibetan, Momos",3.8,400.0,Koramangala 7Th Block
Tapri By The Corner,Fast Food,4.1,250.0,Koramangala 5Th Block
Calvin's,Desserts,3.8,800.0,Koramangala 5Th Block
The Tiffin Express,South Indian,2.6,250.0,Koramangala 4Th Block
Pathaan Sir,"Rolls, Chinese",3.8,300.0,Koramangala 7Th Block
Sulaimani Chai,"Fast Food, Beverages",3.8,100.0,Koramangala 5Th Block
Hotel Feast Ambur Biriyani,"Biryani, Kebab",3.4,250.0,Koramangala 1St Block
Khan Saheb Grills and Rolls,"Fast Food, Rolls",3.8,350.0,Hosur Road
Dhang Ka Khana,North Indian,3.7,200.0,Ejipura
Sri Ganesh Juice Corner,"Juices, Fast Food",3.0,150.0,Koramangala 5Th Block
Chaiwala,Fast Food,3.1,100.0,Koramangala 1St Block
Hammered,"North Indian, South Indian, Continental, Asian",4.3,1200.0,Hsr
Pin Me Down,"Continental, Mexican, Chinese, North Indian",4.5,800.0,Btm
Murphy's Brewhouse - The Paul Bangalore,"Continental, North Indian, Finger Food",4.3,1700.0,Domlur
Mudpipe Cafe,"Cafe, Continental, Burger",4.5,900.0,Btm
Loveshack,"Continental, Pizza, North Indian, Goan, Burger, Cafe",4.0,1600.0,Domlur
Malabar Bay,"Kerala, Seafood, Chinese, Biryani, Juices",4.2,800.0,Btm
Savoury - Sea Shell Restaurant,"Arabian, North Indian, Chinese, Fast Food",3.9,700.0,Btm
Sidewalk Cafe & Bar - The Paul Bangalore,"European, Italian, Asian",4.2,1500.0,Domlur
Hotel Godavari,"Andhra, Chinese, North Indian, Biryani",3.9,500.0,Btm
Vembanad - The Paul,"Seafood, Kerala",4.2,1800.0,Domlur
Jose's Mess,"Kerala, South Indian, Biryani",4.4,300.0,Btm
Dadi's Dum Biryani,"Biryani, North Indian, Mughlai",4.1,800.0,Btm
Biryani Spot,"South Indian, Biryani",3.5,300.0,Btm
Thottathil Restaurant,"Kerala, South Indian, Biryani",3.8,300.0,Btm
Savoury Restaurant,"Arabian, North Indian, Chinese, Fast Food",3.9,800.0,Btm
Grillopia,"Italian, American, Fast Food, Wraps, Rolls, Salad",3.9,1000.0,Btm
Royal View Restaurant,"North Indian, Chinese, Arabian",3.7,700.0,Btm
Lounge 189,"Continental, Italian",3.8,1300.0,Hsr
El Salver,"North Indian, Chinese, South Indian",3.9,900.0,Btm
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,"Chinese, North Indian",3.4,1000.0,Btm
Awesome Foods,"Chinese, North Indian",3.7,300.0,Btm
Muthashy's,"Kerala, South Indian, Chinese",4.2,400.0,Btm
Kannur Food Point,"Kerala, Chinese",4.0,200.0,Btm
Royal Paris,"North Indian, Arabian, Chinese",3.8,1000.0,Btm
Mecaf Family Restaurant,"North Indian, Chinese, Fast Food, Rolls, Beverages",3.9,600.0,Btm
New Prashanth Hotel,"South Indian, Biryani, Chinese, North Indian",3.1,750.0,Hsr
Hyderabadi Biryani Hub,"Biryani, North Indian, Chinese",3.6,600.0,Btm
Amaravati,"North Indian, Chinese",3.6,400.0,Btm
Navya Foods,"North Indian, Fast Food",3.4,300.0,Hsr
Black Cup Cafe,"Cafe, Fast Food, Beverages",3.7,400.0,Btm
Xpress Chai,Tea,3.7,150.0,Btm
Darshan Paradise Restaurant,"North Indian, Chinese",3.6,300.0,Btm
The Cake Lair,"Bakery, Fast Food, Beverages",3.4,600.0,Btm
The Velu's,"Fast Food, Chinese",3.6,200.0,Domlur
Kabab Ghar,"Biryani, North Indian, Kebab",3.3,600.0,Btm
Aaranya Restaurant,"North Indian, Chinese, Mughlai",3.4,800.0,Hsr
Sai Mango Tree,"North Indian, Chinese",3.6,500.0,Btm
Ashirvaad Grand,"Chinese, North Indian, South Indian",4.0,400.0,Btm
New Surya Sweets & Snacks,"Mithai, Fast Food",3.5,300.0,Btm
New Tasty Cafeteria,"North Indian, Kerala",3.8,500.0,Btm
Nadan Thattukada,"Kerala, South Indian",3.7,200.0,Btm
Amdo's Corner Tibetan Foods,"Tibetan, Momos",4.0,250.0,Richmond Road
Avon Bar & Kitchen,"Andhra, Chinese, North Indian",3.8,700.0,Btm
Donne Biriyani House,Biryani,3.8,200.0,Hsr
Just Sandwiches,Sandwich,3.6,100.0,Btm
Bangalore Star Biriyani,"Biryani, Chinese, North Indian",3.4,300.0,Btm
Anda Ka Funda,"North Indian, Chinese, Rolls",3.2,250.0,Btm
Ambur Star Briyani,"Biryani, Kebab",3.7,400.0,Btm
Indian Chicken Biryani Point,"Biryani, South Indian",3.3,300.0,Richmond Road
Kabab Magic,"North Indian, Kebab, Fast Food",3.8,500.0,Btm
Malabar Cafe,"South Indian, Kerala, Biryani",3.3,400.0,Bannerghatta Road
Afghani Tandoori Hub,"Arabian, Afghan",3.7,400.0,Btm
Nandhanam Restaurant,"South Indian, Kerala",3.8,300.0,Hsr
Al Hayath,"North Indian, Chinese",3.5,200.0,Btm
Mayur,"Andhra, North Indian, Chinese, Seafood",3.7,700.0,Hosur Road
Bakers Town,"Cafe, Continental, Fast Food",3.6,600.0,Btm
Chaatimes,"Street Food, Fast Food",3.4,200.0,Btm
GrannyzHut,"Bengali, North Indian",3.4,350.0,Hsr
Bake and Juice,"Fast Food, North Indian",3.5,400.0,Btm
Taste Of Malabar,"South Indian, Kerala, Chinese",3.6,350.0,Btm
Kannoor Restaurant,"Kerala, Chinese, South Indian, North Indian",3.1,700.0,Btm
Kairali,"South Indian, Seafood, Biryani",3.9,300.0,Btm
Nanna Munna Paratha House,North Indian,3.6,300.0,Btm
Indori Chatorey,"North Indian, Street Food",2.8,300.0,Btm
The Biriyani Pedia,"Biryani, North Indian",4.0,300.0,Btm
New Udupi Grand,"South Indian, North Indian, Chinese, Street Food",3.6,250.0,Hsr
Body Temple,Healthy Food,3.3,500.0,Btm
Rajveena Kitchen,"North Indian, Fast Food, Biryani, Chinese",3.7,500.0,Btm
Royal Biryani Kitchen,"Biryani, North Indian, Kebab",3.9,600.0,Btm
Bisimillah Biriyani,"Biryani, Fast Food",3.5,300.0,Btm
Tasty Magic,"Chinese, North Indian",2.7,600.0,Btm
Yo! Thali,"North Indian, South Indian, Chinese",3.3,400.0,Hsr
Masala Dani - The Paul,"Mughlai, North Indian",3.7,1800.0,Domlur
Nandanam Family Restaurant,"Kerala, Chinese, South Indian",3.6,350.0,Btm
Arabian Bites,"North Indian, Chinese",3.4,500.0,Btm
Swaadam Veg,"South Indian, Chinese",3.6,300.0,Btm
Cafe Alchemist,"Fast Food, Juices",3.8,300.0,Btm
Sri Krishna Kitchen,Fast Food,3.6,400.0,Btm
Namma Kadai,South Indian,3.4,150.0,Btm
Kapoor's Biriyani,"Biryani, North Indian",3.3,400.0,Btm
Ammus Hot N Cool,"North Indian, Fast Food, Kebab, Rolls, Beverages",3.4,300.0,Btm
Eat N Drink,Fast Food,3.8,250.0,Btm
Nile Garden Restaurant,"North Indian, Fast Food, Chinese, Beverages",2.6,500.0,Btm
Aroma Fine Dine,"North Indian, Mughlai, Chinese, South Indian",4.0,900.0,Hsr
